id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CS-JBC-PP04,Implement transform partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP03,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP05,Implement additive sufficient-state atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP04,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP06,Implement extrema partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP05,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP07,Implement log-sum-exp partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP06,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP08,Implement moments partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP07,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP09,Implement segment-summary partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP08,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP10,Implement local relation-contribution partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP09,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP11,Implement gathered-panel partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP10,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP12,Implement static-transform output partials,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP11,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP13,Implement trajectory-prefix state partials,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP12,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP14,Implement parameterized partial-function atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP13,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP15,Implement legal gradient partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP14,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP16,Serialize and materialize partial atoms,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP15,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP17,Independently validate partial atoms and merge trees,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,validation/evidence,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP16,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-PP18,Evaluate partial profitability and promotion,CellShard,CSPART,Persistent partial computation atoms,compiler/partial,CS-JBC-L-PARTIALS,settled required mechanism,Serial within CS-JBC-L-PARTIALS; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-PP17,[proposed] include/CellShard/compiler/partial/;[proposed] src/compiler/partial/;[proposed] tests/jbc/partial/;[proposed] bench/jbc/partial/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST01,Freeze the atom-store v1 format charter and collision-free name,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-A20;CS-JBC-O02,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST02,Add a strong algorithm-tagged content digest,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST01,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST03,"Separate semantic, content, action, materialization, and replica identity",CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST02,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST04,Define the immutable root-generation manifest,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST03,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST05,Define atom-dictionary records,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST04,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST06,Define the exact coverage index,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST05,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST07,Define plane and physical-view indexes,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST06,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST08,Define composition and grammar records,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST07,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST09,Define basis and superatom records,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST08,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST10,Define partial and lowering-resumption records,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST09,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST11,Define the large arena header and directory,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST10,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST12,Define independently addressable atom-frame headers,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST11,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST13,Define multi-frame and multi-extent atom mappings,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST12,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST14,Define encoded-replica descriptors,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST13,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST15,Implement the positive action cache,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST14,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST16,Implement the negative action cache,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST15,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST17,Implement composition lineage and provenance records,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST16,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST18,Implement two-pass atom-store writer requirements and fill,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST17,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST19,Implement metadata-only reader and inspector,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST18,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST20,Implement exact multi-range atom source adapter,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST19,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST21,Implement atomic publication and durable root switch,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST20,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST22,Implement crash recovery and orphan detection,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST21,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST23,Implement consolidation,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST22,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST24,Implement reachability garbage collection and snapshot pins,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST23,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST25,"Implement CSH5, CSPACK, CPEXEC01/02 compatibility import",CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,compatibility/migration,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST24,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST26,Implement codec-provider registry and raw/index baselines,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST25,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST27,Implement CPU block-compression candidates,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST26,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST28,Implement GPU or atom-aware compression experiment,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,generic infrastructure supporting the biology-native compiler,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST27,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-ST29,Implement experimental GPU-assisted atom linking,CellShard,CSSTORE,Atom-native immutable persistence and lowering artifacts,artifact/atom_store,CS-JBC-L-PERSISTENCE,experimental candidate; baseline and negative result required,Serial within CS-JBC-L-PERSISTENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-ST28,[proposed] include/CellShard/artifact/atom_store/;[proposed] src/artifact/atom_store/;[proposed] docs/SPEC_ATOM_STORE_V1.md;[proposed] tests/jbc/atom_store/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q01,Define the source-linked global operation-provider descriptor,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-BS04;receipt:CE-JBC-F14,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q02,Define global operation nodes and typed ports,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q01,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q03,Define explicit access and effect semantics,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q02,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-Q04,Define atom dependency edges,CellShard,CSGLOBAL,CellShard global operation graph and portable schedule compiler,compiler/graph and compiler/schedule,CS-JBC-L-GLOBAL-IR,settled required mechanism,Serial within CS-JBC-L-GLOBAL-IR; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CS-JBC-Q03,[proposed] include/CellShard/compiler/graph/;[proposed] include/CellShard/compiler/schedule/;[proposed] src/compiler/graph/;[proposed] src/compiler/schedule/;[proposed] tests/jbc/global_ir/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
